caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2333789516,0.4051459434,Yes,no real reservations,No,Definitely yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1970,Male,Hispanic,Yes,Some college,Never married,Temporarily laid off,"$20,000 - $29,999",No,20895,Maryland,Rent,Strong Democrat,Joe Biden,Did not vote for President,Yes,Liberal,Most of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a week,2025-06-30 6:53:41,2025-06-30 7:02:51
2330421774,1.13919669,Not sure,I wouldn't want to spam them,Not sure,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1975,Male,White,No,4-year,Married,Student,"$150,000 - $199,999",Yes,2445,Massachusetts,Own,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Only now and then,Atheist,Seldom,No,Not at all important,Never,2025-06-27 18:15:44,2025-06-27 18:20:52
2330901108,0.5995880509,Not sure,Sharing politics with others,Not sure,Probably yes,Yes,Yes,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,2000,Male,White,No,4-year,Never married,Full-time,"$30,000 - $39,999",No,2571,Massachusetts,Own,Independent,Did not vote for President,Jill Stein,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-06-28 1:02:55,2025-06-28 1:16:29
2330426276,0.6204063883,Yes,i dont think i would have any its a good app and informative,Not sure,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,2002,Female,White,No,High school graduate,Never married,Unemployed,"$70,000 - $79,999",No,1851,Massachusetts,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Agnostic,Never,No,Not at all important,Never,2025-06-28 7:07:37,2025-06-28 7:19:43
2332184798,0.5151602942,Not sure,Its not a good thing to do.,No,Not sure,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1983,Female,White,No,No HS,Married,Full-time,"$60,000 - $69,999",No,1247,Massachusetts,Own,Independent,Did not vote for President,Did not vote for President,Don't know,Liberal,Hardly at all,Roman Catholic,Never,No,Somewhat important,Never,2025-06-28 23:54:49,2025-06-29 0:00:02
2332192666,0.852725558,Not sure,I don't do recommendations,No,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1984,Male,White,No,2-year,Never married,Unemployed,Prefer not to say,No,1749,Massachusetts,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Only now and then,Nothing in particular,Never,No,Not too important,Seldom,2025-06-28 23:58:42,2025-06-29 0:09:52
2332192732,0.5221913158,Yes,My personal opinion,No,Definitely yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Grand Bargain,Independent,,1978,Female,Asian,No,4-year,Separated,Full-time,"$20,000 - $29,999",Yes,1518,Massachusetts,Rent,Lean Republican,Did not vote for President,Did not vote for President,No,Conservative,Some of the time,Protestant,Once a week,Yes,Very important,Several times a day,2025-06-28 23:59:26,2025-06-29 1:21:31
2333070792,0.3318903686,No,"No reservation, just no interest",No,Definitely no,Not sure,Not sure,Not Sure,Dislike It,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Not Sure,Not Sure,Grand Bargain,Independent,,1967,Female,White,No,High school graduate,Widowed,Permanently disabled,"$20,000 - $29,999",No,2780,Massachusetts,Own,Independent,Donald Trump,Other,Yes,Conservative,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Several times a day,2025-06-29 14:50:26,2025-06-29 15:12:09
2334185398,1.13919669,Not sure,I normally don't share apps with family and friends.,No,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1970,Male,White,No,4-year,Married,Full-time,"$120,000 - $149,999",No,2186,Massachusetts,Own,Independent,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-06-30 13:01:47,2025-06-30 13:19:35
2334209790,0.3554843627,Not sure,Not sure if they’re interested in political surveys,Not sure,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Independent,,2000,Female,White,No,4-year,Never married,Part-time,"$120,000 - $149,999",No,1960,Massachusetts,Other,Not sure,Did not vote for President,Did not vote for President,Yes,Moderate,Hardly at all,Roman Catholic,Never,No,Somewhat important,Once a week,2025-07-01 22:10:47,2025-07-01 22:14:48
2335757324,0.5478146766,No,"I don't want other pushing apps or other media ro me, so I don't with them unless they first express interest.",No,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1965,Male,White,No,Post-grad,Never married,Full-time,"$100,000 - $119,999",No,1440,Massachusetts,Rent,Lean Republican,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Atheist,Never,No,Not at all important,Never,2025-07-01 22:06:22,2025-07-01 22:19:24
2330420344,0.8771130244,Yes,none,Not sure,Probably no,Not sure,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Good Idea,Good Idea,Not Sure,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Dislike It,Good Idea,Not Sure,Good Idea,Not Sure,Grand Bargain,Democrat,,1953,Male,White,No,Post-grad,Married,Retired,"$80,000 - $99,999",No,1057,Massachusetts,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,Never,No,Not too important,Never,2025-06-27 18:11:33,2025-06-27 18:26:25
2331361232,0.7430766115,No,my friends and family can find their own interests,No,Probably yes,Not sure,No,Critical to Me & Others,Dislike It,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Not Sure,Good Idea,Dislike It,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Dislike It,Dislike It,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Democrat,,1970,Female,White,No,Some college,Married,Full-time,Prefer not to say,No,1581,Massachusetts,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Not too important,Seldom,2025-06-28 16:54:52,2025-06-28 17:07:46
2334106036,0.4196603658,Yes,I don’t,No,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Democrat,,1992,Female,White,No,Post-grad,Divorced,Full-time,"$80,000 - $99,999",No,1960,Massachusetts,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Hardly at all,Roman Catholic,Never,No,Not at all important,Seldom,2025-06-30 17:54:54,2025-06-30 18:02:04
2336221326,0.8605127871,Not sure,Some friend and family are not on same political mind set as me.,No,Definitely yes,Yes,No,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1957,Male,White,No,High school graduate,Married,Retired,"$80,000 - $99,999",No,2675,Massachusetts,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,2025-07-01 22:10:19,2025-07-01 23:03:13
2332581218,1.240394005,Not sure,not sure they would be interested,Yes,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Grand Bargain,Republican,,1969,Male,White,No,Some college,Married,Full-time,"$100,000 - $119,999",No,49505,Michigan,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Nothing in particular,Seldom,No,Somewhat important,A few times a month,2025-06-29 7:50:26,2025-06-29 8:05:13
2332630406,1.128988968,No,I refuse to endorse anything and refuse to share with others any recommendations I less asked directly,No,Probably no,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Good Idea,Good Idea,Grand Bargain,Republican,,1959,Male,White,No,4-year,Married,Retired,"$30,000 - $39,999",No,48858,Michigan,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Nothing in particular,Once a week,Yes,Very important,Several times a day,2025-06-29 15:53:08,2025-06-29 16:01:59
2333136578,0.9595911969,Not sure,They would co sidereal it spam. Too many apps already,No,Probably yes,Yes,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,Good Idea,Dislike It,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,,Not Sure,Dislike It,Dislike It,Good Idea,Not Sure,Critical to Me & Others,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Grand Bargain,Republican,,1950,Female,White,No,4-year,Married,Retired,"$120,000 - $149,999",No,48509,Michigan,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Some of the time,Protestant,Once a week,No,Very important,Once a day,2025-06-29 15:59:07,2025-06-29 16:12:34
2333493310,0.971832734,No,They are not that interested in stuff like that,No,Probably no,Not sure,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Hate It,Critical to Me & Others,Good Idea,Dislike It,Not Sure,Not Sure,Good Idea,Critical to Me & Others,Grand Bargain,Republican,,1963,Male,White,No,No HS,Divorced,Permanently disabled,"$20,000 - $29,999",Yes,48180,Michigan,Rent,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Hardly at all,Nothing in particular,Never,No,Not at all important,A few times a week,2025-06-29 23:56:37,2025-06-30 0:09:10
2333453996,1.099511732,Yes,Spam sent to them,Not sure,Probably yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Other,,1977,Male,White,No,High school graduate,Married,Full-time,"$100,000 - $119,999",No,49534,Michigan,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Agnostic,Never,No,Not at all important,Seldom,2025-06-29 22:59:28,2025-06-29 23:12:03
2334090600,0.6580149821,Yes,None,Not sure,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Other,,1982,Female,Two or more races,No,Post-grad,Never married,Homemaker,"$40,000 - $49,999",Yes,48240,Michigan,Rent,Independent,Did not vote for President,Did not vote for President,Don't know,Not sure,Most of the time,Nothing in particular,Seldom,No,Very important,A few times a week,2025-06-30 11:38:41,2025-06-30 11:45:32
2336293216,0.5730615242,Yes,"I hate the idea of adding an app, website would be better. I also don't like the wording on the tax portion, and really needs to add a part on straight up wealth taxes",Yes,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Dislike It,Critical to Me & Others,Critical to Me & Others,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Other,,1994,Female,White,No,Some college,Domestic / civil partnership,Permanently disabled,"Less than $10,000",No,49509,Michigan,Other,Lean Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-07-01 23:18:03,2025-07-01 23:37:58
2330821642,0.3060960321,No,They wouldn't be interested,No,Probably yes,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Independent,,1982,Female,White,No,High school graduate,Never married,Full-time,"$10,000 - $19,999",No,48195,Michigan,Own,Independent,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Nothing in particular,Never,No,Not too important,Once a day,2025-06-27 23:53:39,2025-06-27 23:59:28
2330821704,0.4197268814,Yes,People have different opinions,Yes,Definitely yes,Yes,Not sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Independent,,1980,Female,White,No,High school graduate,Never married,Full-time,Prefer not to say,No,48622,Michigan,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Roman Catholic,Seldom,No,Somewhat important,A few times a week,2025-06-27 23:53:59,2025-06-28 0:04:19
2332800754,1.159186189,Yes,None,Not sure,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1964,Female,White,No,2-year,Divorced,Permanently disabled,"$10,000 - $19,999",No,48618,Michigan,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,Once a day,2025-06-29 10:57:44,2025-06-29 11:08:37
2333493780,1.130337644,Not sure,The value of your own opinion.,Not sure,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1986,Male,Black,No,High school graduate,Never married,Permanently disabled,Prefer not to say,No,48623,Michigan,Rent,Lean Democrat,Did not vote for President,Did not vote for President,Yes,Not sure,Only now and then,Something else,Once a week,Yes,Very important,Several times a day,2025-06-30 0:00:32,2025-06-30 0:07:36
2326689856,0.6096259423,No,The wording of the questions suggested there is a right answer. The wording felt manipulative and a survey isn't the right format to persuade new ideas.,No,Probably yes,Yes,No,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Hate It,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Not Sure,Dislike It,Not Sure,Critical to Me & Others,Critical to Me & Others,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Dislike It,Dislike It,Critical to Me & Others,Dislike It,Grand Bargain,Independent,,1988,Female,White,No,Post-grad,Married,Full-time,"$100,000 - $119,999",Yes,49509,Michigan,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not too important,A few times a week,2025-06-30 1:03:09,2025-06-30 1:28:25
2334113638,1.144394714,Yes,What they would think of me.,Yes,Probably no,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Grand Bargain,Independent,,1998,Male,White,No,4-year,Never married,Homemaker,Prefer not to say,No,49504,Michigan,Own,Lean Democrat,Donald Trump,Kamala Harris,Yes,Liberal,Some of the time,Protestant,Once or twice a month,Yes,Very important,A few times a week,2025-06-30 11:45:55,2025-06-30 11:52:43
2333559146,0.5393287179,Yes,None,Yes,Probably yes,Yes,Not sure,Critical to Me & Others,Hate It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1977,Female,White,No,High school graduate,Married,Full-time,"$80,000 - $99,999",No,49504,Michigan,Rent,Lean Democrat,Did not vote for President,Did not vote for President,Yes,Liberal,Some of the time,Agnostic,Never,No,Not at all important,Never,2025-06-30 13:01:20,2025-06-30 14:27:11
