caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,Healthcare 8,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2286034572,1.059558218,Yes,So they learn what's going on with this presidential administration,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1970,Male,Black,No,High school graduate,Divorced,Full-time,"$60,000 - $69,999",Yes,70767,Louisiana,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Protestant,Seldom,No,Very important,Several times a day,2025-06-04 9:30:30,2025-06-04 9:45:22
2283381450,1.386525559,Yes,None,Yes,Not sure,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Current Direction,Republican,"Support more communication between partys,both parties have smart people if only they could work together",1962,Male,White,No,Some college,Married,Retired,"$40,000 - $49,999",No,4219,Maine,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Nothing in particular,Never,No,Very important,Several times a day,2025-06-02 23:58:13,2025-06-03 0:09:50
2283421022,1.104479592,Not sure,Too one sided.... left leaning.,Not sure,Not sure,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Republican,Not sure.,1950,Male,White,No,Some college,Married,Retired,"$100,000 - $119,999",No,4401,Maine,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-06-03 14:07:29,2025-06-03 14:23:47
2283444904,1.666310124,Yes,It is very interesting,Yes,Probably yes,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1950,Female,Black,No,High school graduate,Widowed,Retired,"$20,000 - $29,999",No,4401,Maine,Own,Independent,Joe Biden,Did not vote for President,Yes,Not sure,Some of the time,Protestant,More than once a week,No,Very important,Several times a day,2025-06-02 23:53:35,2025-06-03 0:11:03
2285214192,0.915778248,Yes,None,Yes,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Current Direction,Independent,Getting rid of democrats,1969,Female,White,No,High school graduate,Married,Homemaker,"$80,000 - $99,999",No,4282,Maine,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,2025-06-03 21:56:20,2025-06-03 22:02:56
2285887132,1.416047661,Not sure,I’m not sure which app were talking about now…,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1982,Male,White,No,Some college,Never married,Full-time,"$50,000 - $59,999",Yes,4730,Maine,Rent,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Hardly at all,Roman Catholic,Never,No,Not too important,A few times a week,2025-06-04 12:16:00,2025-06-04 12:26:39
2283451328,0.8714567206,Yes,None,Not sure,Not sure,Not sure,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Grand Bargain,Republican,,1964,Female,White,No,2-year,Separated,Retired,"$30,000 - $39,999",No,21113,Maryland,Rent,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Something else,Never,No,Not at all important,Several times a day,2025-06-02 23:54:34,2025-06-03 0:04:16
2284595104,1.32631904,Not sure,A lot of people are very sensitive about any type of political view that opposes theirs so I tend to keep my opinions and views on politics private from family and friends,Not sure,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1992,Female,White,No,4-year,Married,Full-time,"$120,000 - $149,999",No,21842,Maryland,Own,Not very strong Republican,Did not vote for President,Donald Trump,Yes,Moderate,Only now and then,Roman Catholic,Seldom,No,Not too important,Seldom,2025-06-03 14:19:13,2025-06-03 14:28:22
2283407866,0.8230895271,Yes,They may not be interested in the app.,Not sure,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Independent,,1992,Female,Two or more races,No,Some college,Never married,Full-time,"$60,000 - $69,999",No,21227,Maryland,Rent,Independent,Donald Trump,Did not vote for President,Yes,Moderate,Some of the time,Buddhist,Seldom,No,Not at all important,Once a day,2025-06-02 23:29:12,2025-06-02 23:33:45
2283875652,0.8666091578,Yes,none really,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Dislike It,Critical to Me & Others,Not Sure,Critical to Me & Others,Good Idea,Dislike It,Dislike It,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Good Idea,Grand Bargain,Independent,,2005,Male,White,No,High school graduate,Never married,Part-time,"$50,000 - $59,999",No,21014,Maryland,Own,Lean Democrat,Did not vote for President,Did not vote for President,No,Liberal,Hardly at all,Nothing in particular,Seldom,No,Not at all important,Never,2025-06-03 5:29:06,2025-06-03 5:39:50
2284905302,0.5137980183,Yes,none,Yes,Probably no,Yes,Yes,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Good Idea,Dislike It,Critical to Me & Others,Dislike It,Not Sure,Good Idea,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Dislike It,Grand Bargain,Independent,,1986,Male,White,No,Post-grad,Married,Full-time,"$200,000 - $249,999",Yes,20876,Maryland,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-06-03 17:55:15,2025-06-03 19:51:30
2282663454,0.9961271997,Yes,none info needs to be out there,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1958,Male,White,No,Post-grad,Married,Retired,"$30,000 - $39,999",No,21209,Maryland,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Jewish,Once a week,No,Very important,Several times a day,2025-06-03 14:12:55,2025-06-03 14:26:48
2284888042,0.665904277,Yes,Privacy concerns,No,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Democrat,Increase pay for low income,1982,Female,Black,No,2-year,Never married,Unemployed,"Less than $10,000",No,21863,Maryland,Rent,Not very strong Democrat,Joe Biden,Did not vote for President,Yes,Moderate,Most of the time,Protestant,Never,No,Very important,Once a day,2025-06-03 19:58:00,2025-06-03 22:05:20
2285173438,0.4948098676,Not sure,New to me .,Not sure,Probably no,No,No,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Grand Bargain,Democrat,,1969,Female,Other,Yes,High school graduate,Never married,Full-time,"$40,000 - $49,999",No,21229,Maryland,Other,Not very strong Democrat,Did not vote for President,Did not vote for President,No,Not sure,Hardly at all,Something else,Seldom,No,Somewhat important,Seldom,2025-06-03 22:55:51,2025-06-03 23:14:07
2284384606,1.373950417,No,Its way too WOKE and bias...,No,Not sure,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Republican,,1981,Female,White,No,Some college,Domestic / civil partnership,Permanently disabled,"$100,000 - $119,999",Yes,1011,Massachusetts,Rent,Strong Republican,Donald Trump,Kamala Harris,Yes,Conservative,Most of the time,Roman Catholic,Seldom,No,Very important,Several times a day,2025-06-03 11:56:19,2025-06-03 12:06:57
2286212252,1.693944114,Yes,None,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Grand Bargain,Republican,,1945,Male,White,No,High school graduate,Married,Full-time,"$60,000 - $69,999",No,2190,Massachusetts,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,A few times a year,No,Not at all important,Seldom,2025-06-04 9:10:18,2025-06-04 9:30:31
2283085652,0.7711281199,Yes,None,Yes,Probably yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Independent,,1963,Female,White,No,Some college,Married,Homemaker,"$20,000 - $29,999",No,1540,Massachusetts,Own,Lean Republican,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Several times a day,2025-06-02 18:32:33,2025-06-02 18:45:02
2282682666,2.148480757,Yes,"I believe that some would find the choices somewhat complex, but most would get the basics. I just think that I would be careful about who I sent them to.",Yes,Definitely yes,Yes,Yes,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Grand Bargain,Independent,,1951,Female,White,No,Post-grad,Widowed,Retired,"$50,000 - $59,999",No,2045,Massachusetts,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Something else,A few times a year,No,Not too important,A few times a week,2025-06-02 18:31:34,2025-06-02 19:05:06
2283381734,0.8101788975,Yes,I would have none.,Not sure,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,,1965,Male,White,No,High school graduate,Divorced,Full-time,"$50,000 - $59,999",No,2170,Massachusetts,Rent,Lean Republican,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Several times a day,2025-06-02 23:52:47,2025-06-03 0:09:08
2283289350,0.9090849453,Yes,What kind of app is it? Is it safe? does it collect data?,Not sure,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1986,Male,White,No,High school graduate,Never married,Part-time,"$10,000 - $19,999",No,1960,Massachusetts,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Roman Catholic,Seldom,No,Not too important,Seldom,2025-06-03 6:55:20,2025-06-03 7:04:25
2284158200,1.095697592,Yes,Person would need to be receptive,No,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1979,Male,White,No,2-year,Never married,Unemployed,"$80,000 - $99,999",No,2720,Massachusetts,Own,Independent,Did not vote for President,Did not vote for President,Yes,Moderate,Hardly at all,Nothing in particular,Seldom,Yes,Not too important,Seldom,2025-06-03 9:10:05,2025-06-03 9:28:59
2284909980,0.7478320108,No,I really have no idea what the purpose of it was and don’t understand what a “grand bargain” is,No,Probably no,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Dislike It,Not Sure,Not Sure,Good Idea,Dislike It,Current Direction,Independent,This is really confusing I don’t understand what you’re asking.,1990,Female,White,No,Post-grad,Married,Full-time,"$150,000 - $199,999",No,1376,Massachusetts,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Never,2025-06-03 17:59:00,2025-06-03 18:10:18
2285382702,0.7996970625,Yes,Regarding safety features,Not sure,Probably yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1988,Female,White,No,Post-grad,Married,Full-time,"$70,000 - $79,999",No,2135,Massachusetts,Rent,Independent,Did not vote for President,Did not vote for President,No,Moderate,Some of the time,Nothing in particular,Seldom,No,Not at all important,Seldom,2025-06-04 4:59:09,2025-06-04 5:10:01
2283918526,0.52677089,Yes,They will have to differentiate between right and wrong,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1999,Female,Hispanic,Yes,High school graduate,Never married,Part-time,"$80,000 - $99,999",No,2149,Massachusetts,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Roman Catholic,Once or twice a month,No,Not too important,Don't know,2025-06-03 6:04:08,2025-06-03 6:22:19
2284576564,0.476893006,No,why the fuck should I,No,Definitely no,Yes,Yes,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1975,Male,White,No,2-year,Married,Part-time,"$120,000 - $149,999",No,2143,Massachusetts,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Hardly at all,Buddhist,Never,No,Not at all important,Never,2025-06-03 14:03:17,2025-06-03 14:09:23
2284910400,0.587127718,No,I don't like to force apps on others.,No,Probably yes,Yes,No,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Democrat,,1981,Female,White,No,Post-grad,Domestic / civil partnership,Full-time,"$80,000 - $99,999",No,1521,Massachusetts,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-06-03 18:00:15,2025-06-03 18:21:58
2285751038,1.127914871,Yes,Not sure,No,Probably yes,Yes,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1982,Female,White,No,4-year,Domestic / civil partnership,Part-time,"$60,000 - $69,999",No,2780,Massachusetts,Rent,Not very strong Democrat,Did not vote for President,Did not vote for President,No,Moderate,Some of the time,Jewish,A few times a year,No,Somewhat important,A few times a week,2025-06-04 4:03:59,2025-06-04 4:09:25
2285863118,1.077413626,Yes,Maybe they don't want to download another app on their phone,No,Probably yes,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Democrat,,2000,Female,Asian,No,4-year,Never married,Full-time,Prefer not to say,No,2115,Massachusetts,Rent,Strong Democrat,Did not vote for President,Did not vote for President,No,Liberal,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,2025-06-04 13:06:33,2025-06-04 13:22:43
2282544806,1.169130205,Not sure,Afraid that my friendships might not survive the stress of these options.,No,Not sure,No,No,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Dislike It,Dislike It,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Dislike It,Critical to Me & Others,Dislike It,Not Sure,Good Idea,Not Sure,Good Idea,Not Sure,Good Idea,Dislike It,Not Sure,Good Idea,Critical to Me & Others,Hate It,Hate It,Dislike It,Hate It,Critical to Me & Others,Not Sure,Not Sure,Hate It,Good Idea,Critical to Me & Others,Hate It,Not Sure,Not Sure,Current Direction,Republican,"Reduce the tax burden on well off entities, the have the capital to offer employment to the public.",1964,Male,White,No,4-year,Never married,Unemployed,"$20,000 - $29,999",No,48165,Michigan,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,Seldom,No,Not too important,Seldom,2025-06-02 18:32:04,2025-06-02 18:47:19
