caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,
2421915226,1.250774667,Yes,None,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,1978,Female,White,No,High school graduate,Married,Homemaker,"$20,000 - $29,999",No,76446,Texas,Own,Independent,Did not vote for President,Did not vote for President,No,Not sure,Hardly at all,Something else,Once a week,Yes,Very important,Several times a day,2025-08-27 4:02:59,2025-08-27 4:35:26,Third generation
2421943860,0.7340919484,Yes,Nothing,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,No comments,1991,Female,White,No,4-year,Married,Full-time,"$100,000 - $119,999",Yes,78660,Texas,Own,Independent,Joe Biden,Donald Trump,Yes,Moderate,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2025-08-27 4:18:40,2025-08-27 4:38:38,Third generation
2421981190,1.0790533,Yes,No reservations,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Democrat,,1990,Female,White,No,2-year,Married,Full-time,"$120,000 - $149,999",Yes,11204,New York,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Conservative,Most of the time,Roman Catholic,More than once a week,Yes,Very important,Several times a day,2025-08-27 4:54:56,2025-08-27 5:02:03,Third generation
2416751262,0.6082204827,No,Not enough info or facts and don’t know who is creating and what ‘spin’ is being applied.,No,Definitely no,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Grand Bargain,Independent,"Congress cannot raise its own pay, congress persons can only ever be paid the exact average of the American worker.  Both Senate & House.",1964,Male,White,No,4-year,Married,Full-time,"$150,000 - $199,999",No,48169,Michigan,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,Seldom,No,Somewhat important,A few times a week,2025-08-27 4:54:18,2025-08-27 5:12:07,Second generation
2421976972,3.343734006,Yes,None I love this app,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Grand Bargain,Democrat,What exactly is congress doing and why are the life time appointments even the president only gets eight yrs revisit that please and make them earn there living,1967,Female,Black,No,High school graduate,Married,Full-time,"$50,000 - $59,999",Yes,33710,Florida,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Hardly at all,Protestant,A few times a year,Yes,Very important,A few times a week,2025-08-27 4:58:22,2025-08-27 5:12:02,Third generation
2421981660,0.5378947539,Yes,People not fully understanding,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,really need to reach the middle and the lower class. Education for both classes to understand clearly is top priority. Often people get confused and vote against their own interests or don't vote at all.,1971,Male,Black,No,Some college,Married,Homemaker,"$40,000 - $49,999",No,95926,California,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,A few times a year,No,Very important,Once a day,2025-08-27 4:59:19,2025-08-27 5:16:14,Third generation
2421960372,0.5084791045,Not sure,Some things are presented as black or white when there are multiple factors to consider.,Not sure,Probably yes,Not sure,Not sure,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Dislike It,Good Idea,Good Idea,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Grand Bargain,Other,"Well, fighting the gerrymandering that is crippling states like mine (Ohio) would be a good start.",1969,Female,White,No,Post-grad,Married,Full-time,"$100,000 - $119,999",No,44122,Ohio,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Some of the time,Atheist,Seldom,No,Not at all important,Seldom,2025-08-27 5:02:56,2025-08-27 5:18:03,Second generation
2421471554,0.6420561327,Not sure,I’m not sure.,Not sure,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1969,Female,White,No,Post-grad,Married,Full-time,"$250,000 - $349,999",Yes,11935,New York,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Jewish,Never,No,Not at all important,Never,2025-08-27 5:09:48,2025-08-27 5:20:15,Third generation
2420786344,0.6211847936,Not sure,Irritating them by sending unsolicited recommendations that they'd very likely never take a second look at,Not sure,Definitely yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Democrat,"Stop allowing the wholesale destruction of our democracy, our freedoms, the Constitution and rule of law, by showing the politicians in whichever party as well as the public that it's to their benefit to stop catering to authoritarian tactics and the ultra wealthy 
It is a long standing practice that will implode at some point soon and what comes out of it will move twds sociocultural equity and the 99% reclaiming their rights to financial wellbeing and the 1% not having a choice but to be made to play fair",1967,Female,White,No,Post-grad,Divorced,Retired,"$100,000 - $119,999",No,93420,California,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Something else,Seldom,No,Very important,Once a day,2025-08-27 5:04:19,2025-08-27 5:21:04,Third generation
2421996816,0.5930908064,No,I think it's wrong to force one's personal beliefs and political choices on others. I leave everyone to decide for themselves. Pushing my ideas and recommendations on them is rude.,No,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Grand Bargain,Republican,"If we get rid of Trump quickly before he destroys our country further than he has already, that will benefit all Americans.",1958,Female,White,Yes,Post-grad,Married,Full-time,"$500,000 or more",No,95037,California,Own,Strong Republican,Joe Biden,Kamala Harris,Yes,Conservative,Most of the time,Roman Catholic,Seldom,No,Not at all important,Seldom,2025-08-27 5:08:07,2025-08-27 5:21:33,Third generation
2420904386,1.007184237,Yes,I don't know what they would get out of it.,Not sure,Probably yes,Yes,No,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Hate It,Not Sure,Critical to Me & Others,Hate It,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Not Sure,,Not Sure,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,"Make the politicians earn the same as their public school teacher colleagues in their district, including their healthcare and 403b (or lack of) matching.",1988,Female,White,No,Post-grad,Never married,Full-time,"$100,000 - $119,999",No,95112,California,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Some of the time,Roman Catholic,A few times a year,No,Not too important,Seldom,2025-08-27 5:10:19,2025-08-27 5:29:07,Third generation
2421997524,2.168880714,Not sure,The vagueness of each proposals.,No,Definitely no,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Grand Bargain,Democrat,"One idea is to reduce the massive budget that the military has, stop wasting trillions on war since the only winners are the contractors.",1945,Male,Hispanic,Yes,Some college,Widowed,Retired,"$70,000 - $79,999",No,33559,Florida,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2025-08-27 5:15:51,2025-08-27 5:37:47,Third generation
2421014490,1.727381291,Not sure,none,Not sure,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1992,Male,White,No,4-year,Married,Full-time,"$80,000 - $99,999",No,31405,Georgia,Own,Independent,Joe Biden,Donald Trump,Yes,Moderate,Most of the time,Protestant,Once or twice a month,Yes,Somewhat important,A few times a month,2025-08-27 6:02:42,2025-08-27 6:11:27,Third generation
2422044338,0.9706644943,No,I am not convinced that it will produce the desired political results.,No,Not sure,No,Not sure,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,,Hate It,Hate It,Good Idea,Good Idea,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Good Idea,Dislike It,Good Idea,Grand Bargain,Independent,"I agree that the debt is a serious problem., but I think we have to try to grow our way out of it. Overtaxing rich people and making energy too expensive is not the correct incentive structure.",1974,Female,Hispanic,Yes,4-year,Married,Full-time,"$200,000 - $249,999",No,48036,Michigan,Own,Lean Republican,Joe Biden,Donald Trump,Yes,Conservative,Most of the time,Atheist,Never,No,Not at all important,Never,2025-08-27 5:57:08,2025-08-27 6:16:05,Second generation
2420765578,1.124882181,No,Just not sure if they'd be interested.,No,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1985,Male,White,No,2-year,Never married,Retired,"$20,000 - $29,999",No,52807,Iowa,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-08-27 6:15:44,2025-08-27 6:22:43,Third generation
2422059554,1.198723555,Yes,"Data problems, how secure is this app.",Not sure,Definitely yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Democrat,We have to take heath care away from politicians after they leave office,1953,Male,Hispanic,Yes,High school graduate,Never married,Permanently disabled,"$10,000 - $19,999",No,91754,California,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Agnostic,Never,No,Not at all important,Never,2025-08-27 6:14:30,2025-08-27 6:29:46,Second generation
2420747894,0.4029930321,Yes,Confidenciality of their personal information,No,Not sure,Not sure,No,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Current Direction,Not sure,None,1978,Female,Hispanic,Yes,4-year,Married,Homemaker,"$120,000 - $149,999",Yes,97321,Oregon,Own,Independent,Did not vote for President,Other,Yes,Not sure,Hardly at all,Nothing in particular,Once a week,Yes,Very important,Several times a day,2025-08-27 6:08:02,2025-08-27 6:31:41,Immigrant Citizen
2422059104,0.7657848652,Not sure,I’m not at all in favor in some aspects of the plan. For instance I saw it mentioned that they want to end fossil fuel subsidies but they never mentioned “green energy” subsidies. The whole carbon tax idea is a scam. The only thing it will do it rise costs on energy and fill the pockets of government and special interest groups.,Not sure,Probably no,Not sure,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Hate It,Hate It,Dislike It,Critical to Me & Others,Hate It,Not Sure,Hate It,Critical to Me & Others,Not Sure,Hate It,Not Sure,Dislike It,Critical to Me & Others,Grand Bargain,Independent,To reduce medical expenses and insurance costs we need cafeteria plans where you only pay for what you need. For example my wife has had a hysterectomy and therefore we have no need for any pregnancy related coverage. We also need insurance companies to have cross state lines competition. The more choices we are offered the more insurance companies will have to make their plans deductions and coverage more competitive.,1969,Male,White,No,High school graduate,Married,Permanently disabled,"$70,000 - $79,999",No,50707,Iowa,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Never,Yes,Somewhat important,Seldom,2025-08-27 6:08:24,2025-08-27 6:36:46,Second generation
2420203558,1.277841303,Not sure,It's not something I typically do,No,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1983,Female,White,Yes,Some college,Domestic / civil partnership,Full-time,"$10,000 - $19,999",Yes,19403,Pennsylvania,Own,Not very strong Republican,Did not vote for President,Did not vote for President,Yes,Moderate,Hardly at all,Buddhist,Never,No,Not at all important,Seldom,2025-08-27 6:27:09,2025-08-27 6:37:14,Third generation
2422077418,1.085929653,Not sure,Not sure how liable it is,No,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,1974,Female,White,No,4-year,Married,Full-time,Prefer not to say,No,1062,Massachusetts,Own,Not sure,Did not vote for President,Did not vote for President,Yes,Not sure,Don't know,Nothing in particular,Don't know,No,Somewhat important,Don't know,2025-08-27 6:34:40,2025-08-27 6:38:11,Third generation
2422036940,0.8505541842,Yes,"Well the old adage is you don't talk two things: religion and politics. One would risk alienation by some friends, family, coworkers, etc.",Not sure,Probably yes,Yes,Yes,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Republican,i think you have the right idea. The two party system is failing; but people know they must vote for one of these two parties because the chance of another party or independant is less than 1%.,1971,Male,White,No,4-year,Divorced,Full-time,"$80,000 - $99,999",No,15626,Pennsylvania,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,Once or twice a month,No,Very important,Once a day,2025-08-27 6:16:40,2025-08-27 6:38:19,Third generation
2422074362,0.6508769955,Not sure,Not bringing up touchy issues,Not sure,Probably yes,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Republican,I think the issue is the division that arises from the political need to think of self over the people that they should be fighting for. This is the cause of the finger pointing that so often gets the real issues blurred and ultimately results in no change.,1980,Female,White,No,4-year,Separated,Homemaker,"$50,000 - $59,999",Yes,98684,Washington,Rent,Not very strong Republican,Did not vote for President,Did not vote for President,Yes,Conservative,Some of the time,Protestant,Once a week,Yes,Very important,Several times a day,2025-08-27 6:25:26,2025-08-27 6:39:01,Third generation
2421600272,0.5112851779,Yes,"None, it is highly beneficial and adequately exposes us to straightforward happenings around the world and our country as a core focus.",Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,"In my view, a crucial step to bridge the partisan divide and find common ground is to focus on reforms that address issues affecting Americans across the political spectrum, regardless of party affiliation. For example, a package could prioritize campaign finance reform to reduce the influence of corporate and special interests, as well as a comprehensive overhaul of the electoral system, such as ranked-choice voting, to encourage more moderate candidates and break the two-party gridlock. Additionally, focusing on issues like affordable healthcare and education could unite people, as these are problems many Americans face daily. By framing these proposals not as partisan victories but as solutions for the common good, we can hopefully build the broad support needed to overcome congressional inertia and move our country forward.",2000,Female,Hispanic,Yes,Post-grad,Married,Full-time,"$250,000 - $349,999",Yes,94303,California,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-08-27 6:24:52,2025-08-27 6:44:46,First generation
2417996362,1.363777725,Not sure,I learned very little about this app.,Not sure,Not sure,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Hate It,Dislike It,Not Sure,Good Idea,Dislike It,Not Sure,Dislike It,Not Sure,Not Sure,Hate It,Hate It,Dislike It,Critical to Me & Others,Current Direction,Republican,,1973,Male,White,No,Post-grad,Married,Full-time,"$150,000 - $199,999",No,37918,Tennessee,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Protestant,Once or twice a month,Yes,Very important,Once a day,2025-08-27 3:56:19,2025-08-27 21:42:04,Third generation
2421913310,1.129374612,Not sure,I only talk with my kids and sister,Not sure,Definitely yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Not sure,,1964,Female,White,No,High school graduate,Widowed,Permanently disabled,Prefer not to say,No,78133,Texas,Own,Not sure,Did not vote for President,Did not vote for President,Yes,Not sure,Some of the time,Atheist,Never,No,Not at all important,Never,2025-08-27 3:54:02,2025-08-27 15:00:03,Third generation
2422074820,1.60203258,Not sure,It's very clunky in design and it doesn't really fix the roots of most of these problems I feel.,Not sure,Probably no,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Not Sure,Dislike It,Not Sure,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Hate It,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Good Idea,Dislike It,Dislike It,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Dislike It,Good Idea,Grand Bargain,Democrat,I feel that redistribution of wealth and taxing of billionaires should be touched on more so than just taxing high income / well off families. I also think that there should be a proposal to raise the minimum wage.,2003,Female,White,No,2-year,Never married,Full-time,"$10,000 - $19,999",No,76033,Texas,Own,Strong Democrat,Did not vote for President,Kamala Harris,Yes,Very liberal,Some of the time,Agnostic,Never,No,Not at all important,Never,2025-08-27 6:31:08,2025-08-27 6:47:32,Third generation
