caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2362443730,1.232648249,Not sure,not wanting to get into political issues,No,Probably yes,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Democrat,,1959,Female,White,No,Post-grad,Never married,Retired,"$20,000 - $29,999",No,34609,Florida,Own,Strong Democrat,Did not vote for President,Did not vote for President,Yes,Moderate,Most of the time,Roman Catholic,Never,No,Not at all important,Seldom,2025-07-20 15:33:06,2025-07-20 15:42:30
2361219292,0.7711497037,Not sure,App seems to indicate more government spending,No,Probably no,Not sure,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Current Direction,Republican,"Smaller Federal government, more personal responsibility. reduced federal spending, lower taxes",1943,Female,White,No,Post-grad,Divorced,Retired,"$50,000 - $59,999",No,34759,Florida,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,Once a week,Yes,Very important,Several times a day,2025-07-20 15:30:26,2025-07-20 15:44:13
2362624332,0.7552652676,Yes,None as of now.,Yes,Definitely yes,Yes,Not sure,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Grand Bargain,Democrat,,1983,Female,Asian,No,4-year,Married,Full-time,"$100,000 - $119,999",Yes,17111,Pennsylvania,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2025-07-20 12:48:43,2025-07-22 1:50:41
2362448602,0.495413676,Not sure,I feel like it loses some of the nuance on how I feel abo ut certain issues,Not sure,Not sure,Not sure,Not sure,Not Sure,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Not Sure,Dislike It,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Good Idea,Not Sure,Critical to Me & Others,Not Sure,Good Idea,Critical to Me & Others,Not Sure,Dislike It,Not Sure,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1987,Female,White,No,Post-grad,Never married,Full-time,"$60,000 - $69,999",No,20816,Maryland,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-07-20 12:54:52,2025-07-20 18:35:13
2362374064,1.728818628,Not sure,"Yet there was some good ideas presented, some things was missing like term limits. A grading system for elected leaders. No stock trading for elected officials.",Not sure,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Independent,,1956,Male,Two or more races,No,4-year,Married,Retired,"$50,000 - $59,999",No,37830,Tennessee,Own,Not sure,Donald Trump,Donald Trump,Yes,Not sure,Most of the time,Roman Catholic,More than once a week,Yes,Very important,Several times a day,2025-07-20 15:29:32,2025-07-20 15:47:20
2362785802,0.594340525,Yes,"No reservations, since everyone has it own opinions on certain topics in USA",Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Republican,,1983,Male,Black,No,Post-grad,Married,Full-time,"$500,000 or more",Yes,99645,Alaska,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-07-20 15:33:20,2025-07-20 15:49:02
2360619328,1.7784009,Yes,So they could benefit from the rewards while making their opinions count,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Current Direction,Democrat,If they listen to all of as a whole and take what's going on in the future,1966,Female,Black,No,No HS,Divorced,Permanently disabled,"$30,000 - $39,999",Yes,11367,New York,Rent,Not very strong Democrat,Joe Biden,Did not vote for President,Yes,Conservative,Some of the time,Protestant,Once or twice a month,Yes,Very important,Several times a day,2025-07-20 15:59:16,2025-07-20 16:12:03
2362223068,1.24257008,Not sure,None,Not sure,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Independent,,1960,Male,White,No,Some college,Widowed,Retired,Prefer not to say,No,85132,Arizona,Rent,Independent,Did not vote for President,Did not vote for President,Yes,Moderate,Only now and then,Protestant,Seldom,Yes,Somewhat important,Once a day,2025-07-20 16:22:45,2025-07-20 16:27:55
2362830974,1.337289306,Yes,The source does not seem very established,No,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Democrat,,2005,Female,Two or more races,Yes,Some college,Never married,Student,"$70,000 - $79,999",No,78705,Texas,Rent,Strong Democrat,Did not vote for President,Kamala Harris,Yes,Very liberal,Some of the time,Agnostic,Never,No,Not at all important,A few times a week,2025-07-20 16:23:18,2025-07-20 16:28:42
2362828296,2.658493093,Yes,Not sure,Yes,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1989,Male,Other,Yes,Some college,Never married,Part-time,"Less than $10,000",No,23518,Virginia,Rent,Independent,Other,Other,Yes,Not sure,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2025-07-20 16:22:52,2025-07-20 16:32:51
2362716650,0.911466805,Yes,Wouldn't do the surveys,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1972,Female,White,No,Post-grad,Widowed,Full-time,"$30,000 - $39,999",No,47715,Indiana,Own,Strong Republican,Did not vote for President,Donald Trump,Yes,Moderate,Some of the time,Roman Catholic,Seldom,No,Very important,Several times a day,2025-07-20 16:27:16,2025-07-20 16:38:28
2362841568,1.322859013,Yes,Nothing I believe this app is good to see others point views and how the think about the country economic and other issues,Yes,Definitely yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Dislike It,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Independent,,1993,Female,Middle Eastern,No,High school graduate,Never married,Unemployed,Prefer not to say,No,39046,Mississippi,Rent,Independent,Did not vote for President,Did not vote for President,No,Conservative,Some of the time,Muslim,Seldom,No,Very important,Several times a day,2025-07-20 16:25:07,2025-07-20 16:38:30
2362841788,1.00378413,Yes,That folks who are not honest will skew the polls & you won’t get true data,Yes,Probably yes,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,Idk the answer to this but I feel that Jesus is Lord and will be returning soon so I don’t care,1972,Female,White,No,Post-grad,Married,Permanently disabled,"$50,000 - $59,999",No,28613,North Carolina,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Protestant,A few times a year,Yes,Somewhat important,Several times a day,2025-07-20 16:26:52,2025-07-20 16:39:16
2362843060,1.041247333,Yes,None,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1985,Male,White,No,Post-grad,Married,Full-time,"$150,000 - $199,999",No,60081,Illinois,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Nothing in particular,Never,No,Not at all important,Once a day,2025-07-20 16:36:29,2025-07-20 16:42:22
2362842816,0.5570402037,No,I don't have people to share with.,No,Definitely no,No,No,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,,Hate It,Hate It,Hate It,Hate It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Independent,None. It will.hever happen.,1963,Male,White,No,Some college,Married,Full-time,"$50,000 - $59,999",Yes,28645,North Carolina,Own,Independent,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,2025-07-20 16:34:50,2025-07-20 16:42:36
2362500612,0.6728151664,Yes,None,No,Probably yes,Not sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Not sure,,1982,Female,White,No,Some college,Married,Full-time,"$120,000 - $149,999",No,44281,Ohio,Own,Independent,Did not vote for President,Did not vote for President,No,Not sure,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,2025-07-20 14:40:22,2025-07-22 12:03:11
2362734634,1.101943172,Not sure,I would ask them if they were interested first.,Not sure,Probably no,Not sure,No,Not Sure,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Good Idea,Hate It,,Hate It,Hate It,Dislike It,Not Sure,Not Sure,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Not Sure,Current Direction,Independent,I would need more information on the proposals listed in order for me to fully support them.,1977,Female,White,No,4-year,Married,Homemaker,"$80,000 - $99,999",Yes,48734,Michigan,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Moderate,Some of the time,Protestant,A few times a year,No,Very important,Several times a day,2025-07-20 14:43:52,2025-07-22 0:16:00
2362843392,0.8471736052,Not sure,So many apps already!,Not sure,Not sure,No,No,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Current Direction,Independent,"These items need to be broken up into ""smaller"" steps. I do not like them as they are. They are too broad.",1966,Female,White,No,4-year,Widowed,Full-time,"$60,000 - $69,999",No,77469,Texas,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-07-20 16:39:15,2025-07-20 16:47:11
2362827156,0.9024290936,Not sure,I don't use apps so I would not share it; but I might TELL others about it.,Not sure,Probably no,No,Not sure,Good Idea,Good Idea,Good Idea,Hate It,Dislike It,Not Sure,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Dislike It,Not Sure,Good Idea,Not Sure,,Hate It,Good Idea,Good Idea,Not Sure,Dislike It,Hate It,Hate It,Good Idea,Not Sure,Hate It,Hate It,Dislike It,Not Sure,Current Direction,Other,Stop penalizing high earners and instead offer them MORE tax deductions to encourage them to take on more of the public good (e.g. tax incentives for employer-sponsored health care.)  Use free-market principles to incentivize individuals and businesses to curb pollution or greenhouse gases (use the Clean Air and Clean Water Acts as a model.),1963,Female,White,No,Post-grad,Married,Full-time,"$100,000 - $119,999",No,26710,West Virginia,Own,Independent,Jo Jorgensen,Donald Trump,Yes,Moderate,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a month,2025-07-20 16:20:56,2025-07-20 16:48:19
2362842820,0.8945838129,Not sure,I don't use the app.,Not sure,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Not Sure,Not Sure,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Critical to Me & Others,Grand Bargain,Other,,1979,Female,White,No,4-year,Married,Full-time,"$120,000 - $149,999",No,58045,North Dakota,Own,Lean Democrat,Did not vote for President,Did not vote for President,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-07-20 16:34:54,2025-07-20 16:48:54
2362843822,0.6825456865,Yes,if it is biased,No,Probably yes,Yes,Yes,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1971,Male,White,No,Some college,Married,Full-time,"$60,000 - $69,999",Yes,97501,Oregon,Own,Strong Democrat,Did not vote for President,Kamala Harris,Yes,Moderate,Most of the time,Agnostic,Never,No,Not at all important,Never,2025-07-20 16:41:51,2025-07-20 16:49:01
2360619446,0.4423401021,Yes,None,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1959,Female,Black,No,High school graduate,Widowed,Part-time,"$20,000 - $29,999",No,7726,New Jersey,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Something else,Seldom,No,Somewhat important,Several times a day,2025-07-20 16:39:42,2025-07-20 16:50:48
2362843340,1.00378413,Yes,They may not agree to participate,Yes,Not sure,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Dislike It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Dislike It,Good Idea,Not Sure,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Dislike It,Good Idea,,Hate It,Hate It,Hate It,Dislike It,Dislike It,Hate It,Hate It,Critical to Me & Others,Not Sure,Hate It,Hate It,Not Sure,Good Idea,Current Direction,Republican,"I dislike most of the ideas that you put forth in the ""Grand Bargain"". Most of your proposals will not do what you want and most likely increase federal spending and tax ""high earners"" more, which are not really ""rich people"". In addition, adding any type of carbon taxation will impact lower income people more, which is never mentioned in these proposals.",1970,Female,White,No,Post-grad,Married,Full-time,"$250,000 - $349,999",No,32092,Florida,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Agnostic,Seldom,No,Not too important,A few times a month,2025-07-20 16:38:51,2025-07-20 16:52:40
2362637782,0.9020346882,No,"Faulty survey methodology and design, a giant time suck.",No,Probably no,Not sure,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,,Hate It,Hate It,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Current Direction,Other,"Carbon Dioxide emissions are not a real problem (the 'heat island' effect in cities, however, is) -- Just another power grab.  Inner city schools are run by teachers' unions and their cohorts who have no interest in better educational outcomes (keep 'em dumb and dependent).  Fix the educational system the right way, and you'll begin to see health improvements as well.",1963,Male,Two or more races,Yes,4-year,Married,Full-time,"$150,000 - $199,999",No,87048,New Mexico,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-07-20 16:37:38,2025-07-20 16:54:53
2359898898,0.7717089606,Yes,"I would share it with everyone I know so they could dislike it. I know 100% of them would oppose this socialist plan. I don't believe the numbers of 77% agree with this plan. Only the colleges and gen x must be giving you, their thoughts. Get this out to taxpayers. I bet that number changes quickly.",Yes,Definitely yes,No,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Critical to Me & Others,Current Direction,Republican,"This is a socialist point of view.  I believe that opportunities are available and individuals that want something should work for it.  Obama made healthcare costs go up and we are still in a mess with health care.  This option is not currently working.  Energy needs to be cheaper.  People who live in high-risk areas of for storms should move if they cannot afford it.  I should not have to pay for anyone's wildfires.  I think the answer is in state government.  The Federal government should not be using tax dollars in states that cannot manage their own money.  Specifically, the Coasts.  Maybe the answer is succession for the Coasts and the normal people can provide for themselves.  Socialism will not work.  The brief time the know it all's (socialists) making decisions for President Biden nearly ruined our country.",1965,Female,White,No,Post-grad,Married,Full-time,"$120,000 - $149,999",No,68824,Nebraska,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Protestant,Seldom,No,Not too important,Once a day,2025-07-20 16:37:37,2025-07-20 17:07:25
2360068052,0.911466805,Not sure,don't know what they would think or if they have time for it,No,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Grand Bargain,Republican,,1971,Female,White,No,Post-grad,Married,Part-time,"$200,000 - $249,999",Yes,67212,Kansas,Own,Strong Republican,Did not vote for President,Donald Trump,Yes,Conservative,Only now and then,Roman Catholic,Once a week,No,Somewhat important,A few times a week,2025-07-20 16:25:19,2025-07-20 17:27:07
2362501442,1.004382154,Yes,It's a little confusing to use.,Yes,Probably yes,Yes,Yes,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Democrat,,1984,Female,Middle Eastern,No,Post-grad,Married,Full-time,"$120,000 - $149,999",No,23836,Virginia,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Jewish,Once or twice a month,No,Very important,Seldom,2025-07-20 17:34:00,2025-07-20 17:45:18
2361679624,0.2292741417,Yes,"Privacy or Data Concerns “I’m not sure how the app handles my personal data.” “If it accesses my contacts or location, I’d hesitate.”",No,Probably yes,Yes,No,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Good Idea,Dislike It,Not Sure,Critical to Me & Others,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Grand Bargain,Republican,,1996,Male,White,No,Post-grad,Married,Full-time,"$250,000 - $349,999",Yes,10453,New York,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Only now and then,Roman Catholic,Once a week,Yes,Somewhat important,Once a week,2025-07-20 17:47:44,2025-07-20 17:55:32
2362901426,1.064296656,Not sure,I just don't tend to do that,Not sure,Not sure,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1996,Female,White,No,Some college,Married,Homemaker,"$100,000 - $119,999",Yes,83001,Wyoming,Rent,Independent,Did not vote for President,Did not vote for President,No,Moderate,Hardly at all,Roman Catholic,Once a week,No,Very important,Several times a day,2025-07-20 17:52:50,2025-07-20 18:00:26
